"Tiempo","Frecuencia (Hz)","ESTACION","FECHA SUSCRIPCION","TIPO","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","FM (Hz)","Arch_ Info"
"14/07/2025  7:46:09,648","    98300000"," ","16/01/2024  13:57:40,000","R","  83,9","      190937","       37886","       79929",
"14/07/2025  7:46:09,648","    98500000","TU PANA","02/03/2021  13:57:40,000","R","  99,4","      272812","        1799","       79909",
"14/07/2025  7:46:09,648","    98700000"," ","16/01/2024  13:57:40,000","R","  63,2","      499687","      -41757","       79949",
"14/07/2025  7:46:09,648","    98900000","RADIO MARIA","07/01/2021  13:57:40,000","R","  99,2","      150937","        -309","       68931",
"14/07/2025  7:46:09,648","    99100000"," ","16/01/2024  13:57:40,000","R","  49,5","      126562","          -9","       79908",
"14/07/2025  7:46:09,648","    99300000"," ","16/01/2024  13:57:40,000","R","  56,6","      499687","       -1549","       79975",
"14/07/2025  7:46:09,648","    99500000"," ","16/01/2024  13:57:40,000","R","  48,3","      499687","          72","       79935",
"14/07/2025  7:46:09,648","    99700000"," ","16/01/2024  13:57:40,000","R","  53,0","      499687","        -443","       79925",
"14/07/2025  7:46:09,648","    99900000"," ","16/01/2024  13:57:40,000","R","  55,2","      121875","       14207","       79958",
"14/07/2025  7:46:09,648","   100100000","LA RADIO FM DIGITAL 100.1","28/12/2001  13:57:40,000","M"," 109,6","      152812","         485","       59460",
"14/07/2025  7:46:09,648","   100300000"," ","16/01/2024  13:57:40,000","R","  53,3","      481250","      -17835","       79951",
"14/07/2025  7:46:09,648","   100500000","RADIO RELOJ","03/03/2021  13:57:40,000","M"," 107,1","      162500","         517","       12882",
"14/07/2025  7:46:09,648","   100700000"," ","16/01/2024  13:57:40,000","R","  45,6","      126562","       -8791","       79992",
"14/07/2025  7:46:09,648","   100900000"," ","16/01/2024  13:57:40,000","R","  49,0","      499687","        6148","       79953",
"14/07/2025  7:46:09,648","   101100000"," ","16/01/2024  13:57:40,000","R","  47,3","      499687","         561","       79968",
"14/07/2025  7:46:09,648","   101300000"," ","16/01/2024  13:57:40,000","R","  56,4","      499687","        2322","       79968",
"14/07/2025  7:46:09,648","   101500000"," ","16/01/2024  13:57:40,000","R","  48,4","         937","         -36","       79935",
"14/07/2025  7:46:09,648","   101700000","RADIO UNIVERSITARIA PRIMICIAS DE LA CULTURA","04/07/2023  13:57:40,000","M"," 100,2","         937","         -41","         160",
"14/07/2025  7:46:09,648","   101900000"," ","16/01/2024  13:57:40,000","R","  45,1","         937","        1580","       79941",
"14/07/2025  7:46:09,648","   102100000"," ","16/01/2024  13:57:40,000","R","  51,8","      499687","        -179","       79957",
"14/07/2025  7:46:09,648","   102300000"," ","16/01/2024  13:57:40,000","R","  59,4","      108125","       25759","       79966",
"14/07/2025  7:46:09,648","   102500000","RADIO KIRUBA 102.5 FM(NO AUTORIZADA)","30/04/1998  13:57:40,000","M","  91,7","      111562","         800","       43251",
"14/07/2025  7:46:09,648","   102700000"," ","16/01/2024  13:57:40,000","R","  52,8","      111875","      -25609","       79938",
"14/07/2025  7:46:09,648","   102900000"," ","16/01/2024  13:57:40,000","R","  51,6","      499687","        1327","       79908",
"14/07/2025  7:46:09,648","   103100000"," ","16/01/2024  13:57:40,000","R","  43,7","      499687","          79","       79982",
"14/07/2025  7:46:09,648","   103300000"," ","16/01/2024  13:57:40,000","R","  64,4","      140625","        -659","       59798",
"14/07/2025  7:46:09,648","   103500000"," ","16/01/2024  13:57:40,000","R","  43,1","      110937","        -569","       79940",
"14/07/2025  7:46:09,648","   103700000","RADIO IKIAM NO AUTORIZADA","22/11/2017  13:57:40,000","M","  44,0","      499687","        -823","       79967",
"14/07/2025  7:46:09,648","   103900000"," ","16/01/2024  13:57:40,000","R","  56,9","      464687","        9917","       79992",
"14/07/2025  7:46:09,648","   104100000"," ","16/01/2024  13:57:40,000","R","  66,7","      465000","       -2709","       79909",
"14/07/2025  7:46:09,648","   104300000"," ","16/01/2024  13:57:40,000","R","  54,1","      255625","      -18468","       79993",
"14/07/2025  7:46:09,648","   104500000"," ","16/01/2024  13:57:40,000","R","  38,6","      499687","         818","       79948",
"14/07/2025  7:46:09,648","   104700000"," ","16/01/2024  13:57:40,000","R","  40,7","      499687","         -48","       79945",
"14/07/2025  7:46:09,648","   104900000","SHALOM","28/01/2022  13:57:40,000"," ","  45,3","      499687","        -622","       79927",
"14/07/2025  7:46:09,648","   105100000"," ","16/01/2024  13:57:40,000","R","  41,7","      499687","       -4576","       79963",
"14/07/2025  7:46:09,648","   105300000"," ","16/01/2024  13:57:40,000","R","  39,7","      499687","         656","       79933",
"14/07/2025  7:46:09,648","   105500000"," ","16/01/2024  13:57:40,000","R","  38,1","      499687","         765","       79985",
"14/07/2025  7:46:09,648","   105700000"," ","16/01/2024  13:57:40,000","R","  42,6","      499687","        1188","       79943",
"14/07/2025  7:46:09,648","   105900000"," ","16/01/2024  13:57:40,000","R","  42,1","      499687","        -304","       79952",
"14/07/2025  7:46:09,648","   106100000"," ","16/01/2024  13:57:40,000","R","  46,9","      499687","         338","       79908",
"14/07/2025  7:46:09,648","   106300000"," ","16/01/2024  13:57:40,000","R","  40,0","      164062","        -760","       79990",
"14/07/2025  7:46:09,648","   106500000","ESTELAR FM","02/03/2021  13:57:40,000","M","  73,7","      234062","          87","       79948",
"14/07/2025  7:46:09,648","   106700000"," ","16/01/2024  13:57:40,000","R","  38,9","      168750","       -2601","       79999",
"14/07/2025  7:46:09,648","   106900000"," ","16/01/2024  13:57:40,000","R","  44,6","      499687","       -1775","       79972",
"14/07/2025  7:46:09,648","   107100000"," ","16/01/2024  13:57:40,000","R","  42,2","      499687","         196","       79965",
"14/07/2025  7:46:09,648","   107300000","LA VOZ DE ARUTAM (NO AUTORIZADA)","02/07/2004  13:57:40,000","M","  52,3","      499687","       -1343","       79992",
"14/07/2025  7:46:09,648","   107500000"," ","16/01/2024  13:57:40,000","R","  42,0","      499687","       -1301","       79985",
"14/07/2025  7:46:09,648","   107700000"," ","16/01/2024  13:57:40,000","R","  53,0","      499687","        -684","       79907",
"14/07/2025  7:46:09,648","   107900000"," ","16/01/2024  13:57:40,000","R","  38,2","      499687","        -978","       79970",
"14/07/2025  7:46:09,648","   108000000"," ","16/01/2024  13:57:40,000","R","  44,9","      499687","       15349","       79991",
"14/07/2025  7:46:30,910","    88100000"," ","16/01/2024  13:57:40,000","R","  60,3","      499687","      -41538","       79942",
"14/07/2025  7:46:30,910","    88300000"," ","16/01/2024  13:57:40,000","R","  52,5","      117187","        2167","       79951",
"14/07/2025  7:46:30,910","    88500000","PUBLICA FM","27/11/2015  13:57:40,000","R","  81,6","      122500","        -112","       48659",
"14/07/2025  7:46:30,910","    88700000"," ","16/01/2024  13:57:40,000","R","  44,8","      118125","        -299","       79940",
"14/07/2025  7:46:30,910","    88900000"," ","16/01/2024  13:57:40,000","R","  56,1","      499687","        -371","       79977",
"14/07/2025  7:46:30,910","    89100000"," ","16/01/2024  13:57:40,000","R","  52,4","      499687","        -699","       79925",
"14/07/2025  7:46:30,910","    89300000","RADIO MORONA NO autorizada","04/03/2021  13:57:40,000","M","  63,2","      159062","      -46047","       79989",
"14/07/2025  7:46:30,910","    89500000"," ","16/01/2024  13:57:40,000","R"," 100,3","       98125","        -944","       48560",
"14/07/2025  7:46:30,910","    89700000","LA VOZ DE LA NAE","08/09/2021  13:57:40,000","M","  52,5","      140937","       -1305","       79963",
"14/07/2025  7:46:30,910","    89900000"," ","16/01/2024  13:57:40,000","R","  50,1","      499687","         192","       79940",
"14/07/2025  7:46:30,910","    90100000"," ","16/01/2024  13:57:40,000","R","  57,1","      499687","        2252","       79929",
"14/07/2025  7:46:30,910","    90300000"," ","16/01/2024  13:57:40,000","R","  51,7","       77812","      -46290","       79935",
"14/07/2025  7:46:30,910","    90500000","RADIO LA VOZ DEL UPANO","24/07/2017  13:57:40,000","M"," 109,9","       72500","         213","       33377",
"14/07/2025  7:46:30,910","    90700000"," ","16/01/2024  13:57:40,000","R","  50,6","       58750","        -494","       79937",
"14/07/2025  7:46:30,910","    90900000","LA RADIO DE LA ASAMBLEA NACIONAL","26/03/2013  13:57:40,000","R","  54,7","      499687","        2452","       79909",
"14/07/2025  7:46:30,910","    91300000"," ","16/01/2024  13:57:40,000","R","  55,9","      499687","       -2146","       79960",
"14/07/2025  7:46:30,910","    91500000"," ","16/01/2024  13:57:40,000","R","  59,0","      126875","        3138","       79909",
"14/07/2025  7:46:30,910","    91700000","BONITA FM","02/06/2005  13:57:40,000","M"," 108,3","      146250","        5118","       65603",
"14/07/2025  7:46:30,910","    91900000"," ","16/01/2024  13:57:40,000","R","  56,8","      136562","      -10956","       79948",
"14/07/2025  7:46:30,910","    92100000"," ","16/01/2024  13:57:40,000","R","  57,3","      499687","         351","       79923",
"14/07/2025  7:46:30,910","    92300000"," ","16/01/2024  13:57:40,000","R","  48,2","      499687","        5007","       79974",
"14/07/2025  7:46:30,910","    92500000"," ","16/01/2024  13:57:40,000","R","  55,3","      138125","       10252","       79964",
"14/07/2025  7:46:30,910","    92700000"," ","16/01/2024  13:57:40,000","R","  84,1","       81250","       37964","       79998",
"14/07/2025  7:46:30,910","    92900000","RADIO MIA FM (MAGNIFICA INTEGRACION AMAZÓNICA)","30/05/2017  13:57:40,000","R"," 105,9","      157500","         821","       59184",
"14/07/2025  7:46:30,910","    93100000"," ","16/01/2024  13:57:40,000","R","  83,6","      190937","      -35891","       79954",
"14/07/2025  7:46:30,910","    93500000"," ","16/01/2024  13:57:40,000","R","  45,3","      499687","       -3779","       79957",
"14/07/2025  7:46:30,910","    93700000"," ","16/01/2024  13:57:40,000","R","  48,4","      499687","        -597","       79964",
"14/07/2025  7:46:30,910","    93900000"," ","16/01/2024  13:57:40,000","R","  48,7","       36250","         995","       79951",
"14/07/2025  7:46:30,910","    94100000","CANAL JUVENIL FM","12/05/1998  13:57:40,000","M","  65,7","       24062","         -83","       15169",
"14/07/2025  7:46:30,910","    94300000"," ","16/01/2024  13:57:40,000","R","  41,5","       17187","       -9447","       79940",
"14/07/2025  7:46:30,910","    94500000"," ","16/01/2024  13:57:40,000","R","  50,0","      499687","        -371","       79972",
"14/07/2025  7:46:30,910","    94700000"," ","16/01/2024  13:57:40,000","R","  44,0","      499687","          82","       79972",
"14/07/2025  7:46:30,910","    94900000"," ","16/01/2024  13:57:40,000","R","  47,4","      499687","       -1762","       79943",
"14/07/2025  7:46:30,910","    95100000"," ","16/01/2024  13:57:40,000","R","  42,5","      499687","        1719","       79948",
"14/07/2025  7:46:30,910","    95300000"," ","16/01/2024  13:57:40,000","R","  50,9","      499687","        1270","       79908",
"14/07/2025  7:46:30,910","    95500000"," ","16/01/2024  13:57:40,000","R","  42,8","      499687","        -937","       79954",
"14/07/2025  7:46:30,910","    95700000"," ","16/01/2024  13:57:40,000","R","  44,0","      499687","       -1682","       79938",
"14/07/2025  7:46:30,910","    95900000"," ","16/01/2024  13:57:40,000","R","  40,0","      499687","        1192","       79948",
"14/07/2025  7:46:30,910","    96100000","RADIO INTEROCEANICA","04/03/2021  13:57:40,000","R","  46,9","      499687","        1775","       79950",
"14/07/2025  7:46:30,910","    96300000"," ","16/01/2024  13:57:40,000","R","  43,1","      499687","        1366","       79962",
"14/07/2025  7:46:30,910","    96500000"," ","16/01/2024  13:57:40,000","R","  52,6","      499687","       -6156","       79911",
"14/07/2025  7:46:30,910","    96700000"," ","16/01/2024  13:57:40,000","R","  45,3","      499687","        2888","       79980",
"14/07/2025  7:46:30,910","    96900000"," ","16/01/2024  13:57:40,000","R","  50,6","      499687","        2515","       79956",
"14/07/2025  7:46:30,910","    97100000"," ","16/01/2024  13:57:40,000","R","  43,9","      499687","       -2428","       79945",
"14/07/2025  7:46:30,910","    97300000"," ","16/01/2024  13:57:40,000","R","  49,7","      499687","        -665","       79907",
"14/07/2025  7:46:30,910","    97500000"," ","16/01/2024  13:57:40,000","R","  42,2","      105937","        2737","       79950",
"14/07/2025  7:46:30,910","    97700000","SISTEMA RADIAL OLIMPICA","09/01/2003  13:57:40,000","M","  89,8","      111250","       -1009","       37788",
"14/07/2025  7:46:30,910","    97900000"," ","16/01/2024  13:57:40,000","R","  46,0","      105000","         931","       79952",
"14/07/2025  7:46:30,910","    98100000"," ","16/01/2024  13:57:40,000","R","  51,9","      255000","           0","       79908",
"14/07/2025  7:46:30,910","    98300000"," ","16/01/2024  13:57:40,000","R","  82,1","      162187","       37225","       79946",
"14/07/2025  7:46:30,910","    98500000","TU PANA","02/03/2021  13:57:40,000","R","  98,8","      242187","       -2572","       79909",
"14/07/2025  7:46:30,910","    98700000"," ","16/01/2024  13:57:40,000","R","  86,4","      499687","      -46443","       79953",
"14/07/2025  7:46:30,910","    98900000","RADIO MARIA","07/01/2021  13:57:40,000","R","  99,1","      159375","        -269","       69961",
"14/07/2025  7:46:30,910","    99100000"," ","16/01/2024  13:57:40,000","R","  46,5","      139062","        -262","       79907",
"14/07/2025  7:46:30,910","    99300000"," ","16/01/2024  13:57:40,000","R","  56,5","      499687","        -762","       79907",
"14/07/2025  7:46:30,910","    99500000"," ","16/01/2024  13:57:40,000","R","  52,2","      499687","       -1236","       79962",
"14/07/2025  7:46:30,910","    99700000"," ","16/01/2024  13:57:40,000","R","  53,7","      499687","        1024","       79938",
