"Tiempo","Frecuencia (Hz)","ESTACION","CANAL","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","AM (%)","Arch_ Info"
"22/07/2025  17:41:49,194","    55250000","CORPORACION ECUATORIANA DE","2","  84,0","      125625","          29"," 37,30",
"22/07/2025  17:41:49,194","    61250000"," ","3","  49,5","      999375","        5168"," 96,80",
"22/07/2025  17:41:49,194","    67250000","UV TELEVISION","4","  87,7","      157500","         191"," 69,70",
"22/07/2025  17:41:49,194","    77250000","TELEAMAZONAS","5","  87,4","       31875","          12"," 31,50",
"22/07/2025  17:41:49,194","    83250000"," ","6","  62,8","      999375","      -50152"," 95,70",
"22/07/2025  17:41:49,194","   175250000","ECUADOR TV","7","  90,7","      219375","         -16"," 59,10",
"22/07/2025  17:41:49,194","   181250000","CADENA ECUATORIANA DE TELE","8","  79,7","      449375","        -816"," 46,70",
"22/07/2025  17:41:49,194","   187250000","RED TELESISTEMA (R.T.S)","9","  93,6","       63125","        -820"," 34,70",
"22/07/2025  17:41:49,194","   193250000"," ","10","  66,2","      997500","      109660"," 94,60",
"22/07/2025  17:41:49,194","   199250000","TELEVISION DEL PACIFICO","11","  65,2","      913125","      111342"," 93,40",
"22/07/2025  17:41:49,194","   205250000"," ","12","  60,0","      906250","      100410"," 93,20",
"22/07/2025  17:41:49,194","   211250000"," ","13","  60,5","      999375","      103407"," 92,00",
"22/07/2025  17:41:49,194","   471250000"," ","14","  36,3","      999375","        2947"," 94,60",
"22/07/2025  17:41:49,194","   477250000"," ","15","  33,5","      999375","       -6443"," 93,90",
"22/07/2025  17:41:49,194","   483250000"," ","16","  36,6","      999375","       -3578"," 97,30",
"22/07/2025  17:41:49,194","   513250000"," ","21","  37,3","      999375","        7249"," 95,30",
"22/07/2025  17:41:49,194","   519250000","ECOTEL","22","  81,3","       62500","        1160"," 25,30",
"22/07/2025  17:41:49,194","   525250000"," ","23","  38,4","      999375","      -17568"," 95,20",
"22/07/2025  17:41:49,194","   531250000","TELERAMA","24","  39,6","      999375","         761"," 94,00",
"22/07/2025  17:41:49,194","   537250000","PLUS TV","25","  68,5","       63125","        3891"," 28,80",
"22/07/2025  17:41:49,194","   543250000","CANAL UNO","26","  38,8","      999375","        2321"," 95,00",
"22/07/2025  17:41:49,194","   549250000"," ","27","  40,1","      999375","        -323"," 94,60",
"22/07/2025  17:41:49,194","   555250000"," ","28","  40,3","      999375","        5958"," 96,30",
"22/07/2025  17:41:49,194","   561250000"," ","29","  42,5","      999375","        1054"," 97,90",
"22/07/2025  17:41:49,194","   567250000","TELEATAHUALPA (RTU)","30","  42,7","      999375","        5658"," 95,60",
"22/07/2025  17:41:49,194","   573250000"," ","31","  42,3","      999375","        3360"," 96,80",
"22/07/2025  17:41:49,194","   579250000","TELEVICENTRO TVC","32","  79,2","      188750","          24"," 70,80",
"22/07/2025  17:41:49,194","   585250000"," ","33","  42,1","      999375","         -79"," 95,60",
"22/07/2025  17:41:49,194","   591250000","UCSG TELEVISION","34","  44,0","      999375","        3657"," 94,90",
"22/07/2025  17:41:49,194","   603250000","OROMAR","36","  44,9","      999375","       -2451"," 91,90",
"22/07/2025  17:41:49,194","   615250000"," ","38","  50,2","      999375","        2503"," 94,10",
"22/07/2025  17:41:49,194","   621250000","CANAL SUR - TELEVISION MUN","39"," 100,0","      125625","          50"," 21,10",
"22/07/2025  17:41:49,194","   627250000"," ","40","  48,6","      999375","        4620"," 96,80",
"22/07/2025  17:41:49,194","   633250000"," ","41","  46,9","      999375","        3432"," 95,30",
"22/07/2025  17:41:49,194","   639250000"," ","42","  47,4","      999375","        2135"," 95,50",
"22/07/2025  17:41:49,194","   645250000"," ","43","  47,9","      999375","       -2963"," 96,20",
"22/07/2025  17:41:49,194","   651250000"," ","44","  48,8","      999375","        5284"," 95,60",
"22/07/2025  17:41:49,194","   657250000"," ","45","  49,3","      999375","       -2166"," 95,70",
"22/07/2025  17:41:49,194","   663250000"," ","46","  49,3","      999375","        2214"," 96,30",
"22/07/2025  17:41:49,194","   669250000"," ","47","  49,9","      999375","        5503"," 94,40",
"22/07/2025  17:41:49,194","   675250000"," ","48","  50,0","      999375","        1282"," 95,40",
"22/07/2025  17:41:49,194","   681250000"," ","49","  51,0","      999375","       13153"," 94,20",
"22/07/2025  17:41:49,194","   687250000"," ","50","  68,8","      999375","        6405"," 96,80",
"22/07/2025  17:41:49,194","   693250000"," ","51","  68,4","      999375","        6360"," 96,00",
"23/07/2025  7:20:03,860","    55250000","CORPORACION ECUATORIANA DE","2","  85,1","      156875","          -7"," 48,20",
"23/07/2025  7:20:03,860","    61250000"," ","3","  47,2","      999375","        4164"," 97,60",
"23/07/2025  7:20:03,860","    67250000","UV TELEVISION","4","  83,9","      126250","         200"," 84,70",
"23/07/2025  7:20:03,860","    77250000","TELEAMAZONAS","5","  84,4","       78750","          17"," 44,00",
"23/07/2025  7:20:03,860","    83250000"," ","6","  62,7","      999375","      -27477"," 96,60",
"23/07/2025  7:20:03,860","   175250000","ECUADOR TV","7","  91,0","      125625","         -17"," 74,80",
"23/07/2025  7:20:03,860","   181250000","CADENA ECUATORIANA DE TELE","8","  81,6","      435625","         181"," 48,90",
"23/07/2025  7:20:03,860","   187250000","RED TELESISTEMA (R.T.S)","9","  94,4","       94375","        -290"," 45,00",
"23/07/2025  7:20:03,860","   193250000"," ","10","  65,4","      999375","       93257"," 94,00",
"23/07/2025  7:20:03,860","   199250000","TELEVISION DEL PACIFICO","11","  64,4","      912500","      113158"," 96,30",
"23/07/2025  7:20:03,860","   205250000"," ","12","  60,3","      918125","      128884"," 96,20",
"23/07/2025  7:20:03,860","   211250000"," ","13","  57,3","      999375","      129782"," 95,90",
"23/07/2025  7:20:03,860","   471250000"," ","14","  35,4","      999375","       -3768"," 95,80",
"23/07/2025  7:20:03,860","   477250000"," ","15","  36,0","      999375","       -4572"," 95,40",
"23/07/2025  7:20:03,860","   483250000"," ","16","  34,4","      999375","       -3176"," 96,50",
"23/07/2025  7:20:03,860","   513250000"," ","21","  36,8","      999375","        1253"," 95,70",
"23/07/2025  7:20:03,860","   519250000","ECOTEL","22","  76,2","      220000","        1064"," 45,70",
"23/07/2025  7:20:03,860","   525250000"," ","23","  39,3","      999375","      -26156"," 95,70",
"23/07/2025  7:20:03,860","   531250000","TELERAMA","24","  39,3","      999375","        4831"," 95,90",
"23/07/2025  7:20:03,860","   537250000","PLUS TV","25","  71,1","      424375","        4362"," 61,60",
"23/07/2025  7:20:03,860","   543250000","CANAL UNO","26","  38,7","      999375","        -731"," 97,30",
"23/07/2025  7:20:03,860","   549250000"," ","27","  38,2","      999375","         310"," 94,20",
"23/07/2025  7:20:03,860","   555250000"," ","28","  42,7","      999375","        2001"," 96,60",
"23/07/2025  7:20:03,860","   561250000"," ","29","  41,7","      999375","        3133"," 92,00",
"23/07/2025  7:20:03,860","   567250000","TELEATAHUALPA (RTU)","30","  41,4","      999375","         967"," 96,60",
"23/07/2025  7:20:03,860","   573250000"," ","31","  42,2","      999375","        3623"," 95,30",
"23/07/2025  7:20:03,860","   579250000","TELEVICENTRO TVC","32","  75,6","      628750","      -15906"," 92,50",
"23/07/2025  7:20:03,860","   585250000"," ","33","  42,8","      999375","        3701"," 94,40",
"23/07/2025  7:20:03,860","   591250000","UCSG TELEVISION","34","  42,7","      999375","       -1000"," 92,80",
"23/07/2025  7:20:03,860","   603250000","OROMAR","36","  46,2","      999375","       -1949"," 96,20",
"23/07/2025  7:20:03,860","   615250000"," ","38","  51,8","      999375","        -230"," 96,50",
"23/07/2025  7:20:03,860","   621250000","CANAL SUR - TELEVISION MUN","39","  99,8","      125625","          50"," 68,30",
"23/07/2025  7:20:03,860","   627250000"," ","40","  45,1","      999375","        2395"," 95,50",
"23/07/2025  7:20:03,860","   633250000"," ","41","  46,5","      999375","        1701"," 95,30",
"23/07/2025  7:20:03,860","   639250000"," ","42","  47,7","      999375","        2315"," 95,30",
"23/07/2025  7:20:03,860","   645250000"," ","43","  47,9","      999375","        5496"," 94,00",
"23/07/2025  7:20:03,860","   651250000"," ","44","  51,2","      999375","       38254"," 95,80",
"23/07/2025  7:20:03,860","   657250000"," ","45","  47,2","      999375","        1042"," 93,20",
"23/07/2025  7:20:03,860","   663250000"," ","46","  50,3","      999375","       -1184"," 94,30",
"23/07/2025  7:20:03,860","   669250000"," ","47","  49,9","      999375","         429"," 93,00",
"23/07/2025  7:20:03,860","   675250000"," ","48","  50,2","      999375","       -3074"," 96,30",
"23/07/2025  7:20:03,860","   681250000"," ","49","  50,8","      999375","       14081"," 94,40",
"23/07/2025  7:20:03,860","   687250000"," ","50","  64,7","      999375","        8228"," 95,80",
"23/07/2025  7:20:03,860","   693250000"," ","51","  68,4","      999375","        2870"," 97,30",
"23/07/2025  7:20:57,652","    55250000","CORPORACION ECUATORIANA DE","2","  84,5","      125625","         -18"," 59,70",
"23/07/2025  7:20:57,652","    61250000"," ","3","  47,3","      999375","       -1173"," 97,10",
"23/07/2025  7:20:57,652","    67250000","UV TELEVISION","4","  85,4","      156875","         196"," 64,00",
"23/07/2025  7:20:57,652","    77250000","TELEAMAZONAS","5","  81,9","      110000","           7"," 40,80",
"23/07/2025  7:20:57,652","    83250000"," ","6","  64,7","      999375","      -39945"," 90,70",
"23/07/2025  7:20:57,652","   175250000","ECUADOR TV","7","  91,2","      156875","         -17"," 49,80",
"23/07/2025  7:20:57,652","   181250000","CADENA ECUATORIANA DE TELE","8","  82,5","      315000","        -356"," 95,00",
"23/07/2025  7:20:57,652","   187250000","RED TELESISTEMA (R.T.S)","9","  95,4","       93750","        -262"," 56,00",
"23/07/2025  7:20:57,652","   193250000"," ","10","  66,3","      909375","      110912"," 93,10",
"23/07/2025  7:20:57,652","   199250000","TELEVISION DEL PACIFICO","11","  65,0","      983125","      116940"," 95,00",
"23/07/2025  7:20:57,652","   205250000"," ","12","  62,0","      999375","      121323"," 84,10",
"23/07/2025  7:20:57,652","   211250000"," ","13","  58,3","      901250","      103347"," 93,20",
"23/07/2025  7:20:57,652","   471250000"," ","14","  35,3","      999375","        2537"," 96,40",
"23/07/2025  7:20:57,652","   477250000"," ","15","  36,7","      999375","         643"," 96,30",
"23/07/2025  7:20:57,652","   483250000"," ","16","  35,7","      999375","       -1794"," 97,00",
"23/07/2025  7:20:57,652","   513250000"," ","21","  36,8","      999375","        3813"," 92,50",
"23/07/2025  7:20:57,652","   519250000","ECOTEL","22","  79,7","       63125","        1080"," 48,90",
"23/07/2025  7:20:57,652","   525250000"," ","23","  38,6","      999375","      -11627"," 95,20",
"23/07/2025  7:20:57,652","   531250000","TELERAMA","24","  38,6","      999375","       -4185"," 94,70",
"23/07/2025  7:20:57,652","   537250000","PLUS TV","25","  69,6","       46875","        4364"," 37,20",
"23/07/2025  7:20:57,652","   543250000","CANAL UNO","26","  39,7","      999375","        1474"," 98,10",
"23/07/2025  7:20:57,652","   549250000"," ","27","  39,8","      999375","         488"," 94,70",
"23/07/2025  7:20:57,652","   555250000"," ","28","  41,7","      999375","        -227"," 95,90",
"23/07/2025  7:20:57,652","   561250000"," ","29","  42,7","      999375","       -2297"," 94,80",
"23/07/2025  7:20:57,652","   567250000","TELEATAHUALPA (RTU)","30","  40,7","      999375","       -1877"," 93,70",
"23/07/2025  7:20:57,652","   573250000"," ","31","  41,6","      999375","         173"," 94,50",
"23/07/2025  7:20:57,652","   579250000","TELEVICENTRO TVC","32","  80,3","      298750","        1232"," 94,30",
"23/07/2025  7:20:57,652","   585250000"," ","33","  43,0","      999375","         527"," 91,60",
"23/07/2025  7:20:57,652","   591250000","UCSG TELEVISION","34","  42,8","      999375","       -2084"," 94,60",
"23/07/2025  7:20:57,652","   603250000","OROMAR","36","  47,5","      999375","        4681"," 93,90",
"23/07/2025  7:20:57,652","   615250000"," ","38","  51,7","      999375","        2824"," 94,20",
"23/07/2025  7:20:57,652","   621250000","CANAL SUR - TELEVISION MUN","39"," 100,4","      125625","          50"," 45,40",
"23/07/2025  7:20:57,652","   627250000"," ","40","  46,3","      999375","        3375"," 95,80",
"23/07/2025  7:20:57,652","   633250000"," ","41","  46,0","      999375","        3853"," 96,00",
"23/07/2025  7:20:57,652","   639250000"," ","42","  50,9","      999375","        -723"," 97,40",
"23/07/2025  7:20:57,652","   645250000"," ","43","  48,4","      999375","        1040"," 97,20",
"23/07/2025  7:20:57,652","   651250000"," ","44","  51,6","      999375","       54142"," 94,50",
"23/07/2025  7:20:57,652","   657250000"," ","45","  49,8","      999375","        3343"," 95,50",
"23/07/2025  7:20:57,652","   663250000"," ","46","  49,2","      999375","        4779"," 96,10",
"23/07/2025  7:20:57,652","   669250000"," ","47","  50,6","      999375","        3562"," 96,40",
"23/07/2025  7:20:57,652","   675250000"," ","48","  52,1","      999375","        4298"," 97,10",
"23/07/2025  7:20:57,652","   681250000"," ","49","  53,6","      999375","       13996"," 95,30",
"23/07/2025  7:20:57,652","   687250000"," ","50","  65,0","      999375","        1080"," 97,10",
"23/07/2025  7:20:57,652","   693250000"," ","51","  70,8","      999375","        4142"," 96,30",
"23/07/2025  7:21:49,144","    55250000","CORPORACION ECUATORIANA DE","2","  85,0","      110000","          -9"," 44,80",
"23/07/2025  7:21:49,144","    61250000"," ","3","  50,0","      999375","       10744"," 96,00",
"23/07/2025  7:21:49,144","    67250000","UV TELEVISION","4","  82,7","      156250","         182"," 50,20",
"23/07/2025  7:21:49,144","    77250000","TELEAMAZONAS","5","  81,3","       78750","          12"," 33,10",
"23/07/2025  7:21:49,144","    83250000"," ","6","  64,7","      999375","      -29797"," 95,90",
"23/07/2025  7:21:49,144","   175250000","ECUADOR TV","7","  90,2","      125625","         -16"," 51,20",
"23/07/2025  7:21:49,144","   181250000","CADENA ECUATORIANA DE TELE","8","  82,3","      235625","        -476"," 58,00",
"23/07/2025  7:21:49,144","   187250000","RED TELESISTEMA (R.T.S)","9","  94,8","      141250","        -436"," 46,20",
"23/07/2025  7:21:49,144","   193250000"," ","10","  66,6","      910000","      104646"," 94,40",
"23/07/2025  7:21:49,144","   199250000","TELEVISION DEL PACIFICO","11","  66,9","      916250","      107468"," 94,30",
"23/07/2025  7:21:49,144","   205250000"," ","12","  60,8","      890625","      118822"," 94,90",
"23/07/2025  7:21:49,144","   211250000"," ","13","  57,5","      895625","      106788"," 90,70",
"23/07/2025  7:21:49,144","   471250000"," ","14","  34,6","      999375","       -1190"," 93,80",
"23/07/2025  7:21:49,144","   477250000"," ","15","  35,0","      999375","      -11505"," 92,10",
"23/07/2025  7:21:49,144","   483250000"," ","16","  35,0","      999375","        -398"," 96,50",
"23/07/2025  7:21:49,144","   513250000"," ","21","  36,3","      999375","        4246"," 94,70",
"23/07/2025  7:21:49,144","   519250000","ECOTEL","22","  77,5","      110000","        1057"," 47,20",
"23/07/2025  7:21:49,144","   525250000"," ","23","  42,6","      999375","      -18181"," 96,80",
"23/07/2025  7:21:49,144","   531250000","TELERAMA","24","  38,0","      999375","        -531"," 95,00",
"23/07/2025  7:21:49,144","   537250000","PLUS TV","25","  70,1","       94375","        4364"," 13,60",
"23/07/2025  7:21:49,144","   543250000","CANAL UNO","26","  40,4","      999375","       -1482"," 95,00",
"23/07/2025  7:21:49,144","   549250000"," ","27","  39,7","      999375","        -132"," 98,30",
"23/07/2025  7:21:49,144","   555250000"," ","28","  42,0","      999375","         908"," 95,50",
"23/07/2025  7:21:49,144","   561250000"," ","29","  42,8","      999375","       -1188"," 96,20",
"23/07/2025  7:21:49,144","   567250000","TELEATAHUALPA (RTU)","30","  42,1","      999375","       -2429"," 95,40",
"23/07/2025  7:21:49,144","   573250000"," ","31","  41,9","      999375","         -47"," 91,80",
"23/07/2025  7:21:49,144","   579250000","TELEVICENTRO TVC","32","  80,2","      250625","        1244"," 30,10",
"23/07/2025  7:21:49,144","   585250000"," ","33","  44,1","      999375","        6761"," 97,10",
"23/07/2025  7:21:49,144","   591250000","UCSG TELEVISION","34","  43,0","      999375","       -1361"," 95,00",
"23/07/2025  7:21:49,144","   603250000","OROMAR","36","  45,9","      999375","         801"," 96,40",
"23/07/2025  7:21:49,144","   615250000"," ","38","  49,9","      999375","       -4391"," 97,70",
"23/07/2025  7:21:49,144","   621250000","CANAL SUR - TELEVISION MUN","39","  99,3","      125625","          53"," 34,90",
"23/07/2025  7:21:49,144","   627250000"," ","40","  46,0","      999375","       -7457"," 94,50",
"23/07/2025  7:21:49,144","   633250000"," ","41","  47,5","      999375","        2551"," 94,30",
"23/07/2025  7:21:49,144","   639250000"," ","42","  47,0","      999375","        6078"," 95,70",
"23/07/2025  7:21:49,144","   645250000"," ","43","  46,9","      999375","       -3217"," 96,00",
"23/07/2025  7:21:49,144","   651250000"," ","44","  49,4","      999375","       47165"," 95,90",
"23/07/2025  7:21:49,144","   657250000"," ","45","  50,4","      999375","        2866"," 96,60",
"23/07/2025  7:21:49,144","   663250000"," ","46","  49,5","      999375","        1390"," 97,20",
"23/07/2025  7:21:49,144","   669250000"," ","47","  51,4","      999375","        2083"," 96,30",
"23/07/2025  7:21:49,144","   675250000"," ","48","  49,9","      999375","       -1243"," 96,10",
"23/07/2025  7:21:49,144","   681250000"," ","49","  51,7","      999375","       25101"," 97,80",
"23/07/2025  7:21:49,144","   687250000"," ","50","  66,3","      999375","        4300"," 97,00",
"23/07/2025  7:21:49,144","   693250000"," ","51","  67,8","      999375","        9166"," 95,70",
"23/07/2025  17:40:03,897","    55250000","CORPORACION ECUATORIANA DE","2","  84,8","      125625","         -15"," 46,70",
"23/07/2025  17:40:03,897","    61250000"," ","3","  52,0","      999375","       -5518"," 96,10",
"23/07/2025  17:40:03,897","    67250000","UV TELEVISION","4","  86,9","      188750","         175"," 73,90",
"23/07/2025  17:40:03,897","    77250000","TELEAMAZONAS","5","  78,9","       78750","          19"," 42,10",
"23/07/2025  17:40:03,897","    83250000"," ","6","  63,6","      999375","        6756"," 93,60",
"23/07/2025  17:40:03,897","   175250000","ECUADOR TV","7","  89,2","      283125","         -14"," 79,90",
"23/07/2025  17:40:03,897","   181250000","CADENA ECUATORIANA DE TELE","8","  82,6","      172500","        -307"," 79,70",
"23/07/2025  17:40:03,897","   187250000","RED TELESISTEMA (R.T.S)","9","  94,6","      125625","        -651"," 45,70",
"23/07/2025  17:40:03,897","   193250000"," ","10","  65,0","      928125","      115837"," 95,40",
"23/07/2025  17:40:03,897","   199250000","TELEVISION DEL PACIFICO","11","  63,1","      999375","      106392"," 90,40",
"23/07/2025  17:40:03,897","   205250000"," ","12","  61,2","      910000","      110190"," 94,20",
"23/07/2025  17:40:03,897","   211250000"," ","13","  55,4","      911250","      113397"," 93,40",
"23/07/2025  17:40:03,897","   471250000"," ","14","  34,6","      999375","         122"," 97,10",
"23/07/2025  17:40:03,897","   477250000"," ","15","  36,8","      999375","       -6655"," 96,00",
"23/07/2025  17:40:03,897","   483250000"," ","16","  35,0","      999375","        -152"," 95,80",
"23/07/2025  17:40:03,897","   513250000"," ","21","  36,1","      999375","       -3350"," 95,80",
"23/07/2025  17:40:03,897","   519250000","ECOTEL","22","  77,4","      141250","        1140"," 54,20",
"23/07/2025  17:40:03,897","   525250000"," ","23","  38,6","      999375","      -17904"," 95,90",
"23/07/2025  17:40:03,897","   531250000","TELERAMA","24","  40,1","      999375","        -405"," 93,80",
"23/07/2025  17:40:03,897","   537250000","PLUS TV","25","  68,3","       47500","        3895"," 37,80",
"23/07/2025  17:40:03,897","   543250000","CANAL UNO","26","  38,4","      999375","         259"," 93,70",
"23/07/2025  17:40:03,897","   549250000"," ","27","  38,9","      999375","        -854"," 95,40",
"23/07/2025  17:40:03,897","   555250000"," ","28","  41,3","      999375","        5996"," 96,20",
"23/07/2025  17:40:03,897","   561250000"," ","29","  43,6","      999375","        1907"," 98,40",
"23/07/2025  17:40:03,897","   567250000","TELEATAHUALPA (RTU)","30","  40,3","      999375","        6127"," 93,00",
"23/07/2025  17:40:03,897","   573250000"," ","31","  41,1","      999375","       -4642"," 97,10",
"23/07/2025  17:40:03,897","   579250000","TELEVICENTRO TVC","32","  79,5","      235625","        1039"," 70,70",
"23/07/2025  17:40:03,897","   585250000"," ","33","  42,7","      999375","        3202"," 94,60",
"23/07/2025  17:40:03,897","   591250000","UCSG TELEVISION","34","  43,4","      999375","        5481"," 96,10",
"23/07/2025  17:40:03,897","   603250000","OROMAR","36","  49,6","      999375","         805"," 95,40",
"23/07/2025  17:40:03,897","   615250000"," ","38","  47,4","      999375","         113"," 93,30",
"23/07/2025  17:40:03,897","   621250000","CANAL SUR - TELEVISION MUN","39","  99,1","      125625","          51"," 57,10",
"23/07/2025  17:40:03,897","   627250000"," ","40","  47,1","      999375","         623"," 96,90",
"23/07/2025  17:40:03,897","   633250000"," ","41","  46,8","      999375","        3795"," 94,40",
"23/07/2025  17:40:03,897","   639250000"," ","42","  46,1","      999375","        2711"," 92,90",
"23/07/2025  17:40:03,897","   645250000"," ","43","  47,8","      999375","       -5489"," 94,90",
"23/07/2025  17:40:03,897","   651250000"," ","44","  46,4","      999375","        -213"," 98,80",
"23/07/2025  17:40:03,897","   657250000"," ","45","  48,0","      999375","        4034"," 94,70",
"23/07/2025  17:40:03,897","   663250000"," ","46","  48,8","      999375","        3790"," 94,90",
"23/07/2025  17:40:03,897","   669250000"," ","47","  50,7","      999375","        1644"," 97,30",
"23/07/2025  17:40:03,897","   675250000"," ","48","  51,3","      999375","        3780"," 96,50",
"23/07/2025  17:40:03,897","   681250000"," ","49","  50,9","      999375","        7880"," 92,00",
"23/07/2025  17:40:03,897","   687250000"," ","50","  68,3","      999375","       -3045"," 97,90",
"23/07/2025  17:40:03,897","   693250000"," ","51","  67,1","      999375","        7214"," 94,10",
"23/07/2025  17:40:57,689","    55250000","CORPORACION ECUATORIANA DE","2","  84,1","      125625","         -11"," 45,10",
"23/07/2025  17:40:57,689","    61250000"," ","3","  46,5","      999375","       -4003"," 94,10",
"23/07/2025  17:40:57,689","    67250000","UV TELEVISION","4","  86,7","      157500","         183"," 77,30",
"23/07/2025  17:40:57,689","    77250000","TELEAMAZONAS","5","  82,8","       63125","           9"," 25,00",
"23/07/2025  17:40:57,689","    83250000"," ","6","  63,6","      999375","       -8879"," 95,80",
"23/07/2025  17:40:57,689","   175250000","ECUADOR TV","7","  89,2","      283125","         -12"," 83,10",
"23/07/2025  17:40:57,689","   181250000","CADENA ECUATORIANA DE TELE","8","  82,4","      236250","        -636"," 77,00",
"23/07/2025  17:40:57,689","   187250000","RED TELESISTEMA (R.T.S)","9","  94,1","       31875","        -614"," 31,50",
"23/07/2025  17:40:57,689","   193250000"," ","10","  64,9","      929375","       97579"," 93,80",
"23/07/2025  17:40:57,689","   199250000","TELEVISION DEL PACIFICO","11","  64,1","      921875","      100781"," 93,70",
"23/07/2025  17:40:57,689","   205250000"," ","12","  63,1","      923125","       60868"," 93,00",
"23/07/2025  17:40:57,689","   211250000"," ","13","  57,3","      999375","      111783"," 95,70",
"23/07/2025  17:40:57,689","   471250000"," ","14","  34,6","      999375","        -694"," 94,80",
"23/07/2025  17:40:57,689","   477250000"," ","15","  34,4","      999375","       -2773"," 91,80",
"23/07/2025  17:40:57,689","   483250000"," ","16","  36,0","      999375","       -5173"," 96,50",
"23/07/2025  17:40:57,689","   513250000"," ","21","  37,0","      999375","       -2486"," 95,30",
"23/07/2025  17:40:57,689","   519250000","ECOTEL","22","  78,9","       78750","        1128"," 45,20",
"23/07/2025  17:40:57,689","   525250000"," ","23","  39,3","      999375","      -17990"," 95,80",
"23/07/2025  17:40:57,689","   531250000","TELERAMA","24","  38,2","      999375","        1234"," 95,70",
"23/07/2025  17:40:57,689","   537250000","PLUS TV","25","  65,7","       63125","        3890"," 29,30",
"23/07/2025  17:40:57,689","   543250000","CANAL UNO","26","  39,5","      999375","        2910"," 95,30",
"23/07/2025  17:40:57,689","   549250000"," ","27","  39,4","      999375","       -2999"," 94,90",
"23/07/2025  17:40:57,689","   555250000"," ","28","  39,6","      999375","        4967"," 96,80",
"23/07/2025  17:40:57,689","   561250000"," ","29","  40,8","      999375","         735"," 96,00",
"23/07/2025  17:40:57,689","   567250000","TELEATAHUALPA (RTU)","30","  41,0","      999375","        1772"," 96,10",
"23/07/2025  17:40:57,689","   573250000"," ","31","  43,2","      999375","        -233"," 95,80",
"23/07/2025  17:40:57,689","   579250000","TELEVICENTRO TVC","32","  79,9","      172500","        1021"," 54,40",
"23/07/2025  17:40:57,689","   585250000"," ","33","  43,2","      999375","         325"," 93,70",
"23/07/2025  17:40:57,689","   591250000","UCSG TELEVISION","34","  42,8","      999375","        1941"," 95,80",
"23/07/2025  17:40:57,689","   603250000","OROMAR","36","  45,2","      999375","           6"," 95,40",
"23/07/2025  17:40:57,689","   615250000"," ","38","  50,5","      999375","        6813"," 96,40",
"23/07/2025  17:40:57,689","   621250000","CANAL SUR - TELEVISION MUN","39","  98,9","       93750","          52"," 24,70",
"23/07/2025  17:40:57,689","   627250000"," ","40","  46,4","      999375","        -529"," 95,90",
"23/07/2025  17:40:57,689","   633250000"," ","41","  45,3","      999375","        6981"," 96,30",
"23/07/2025  17:40:57,689","   639250000"," ","42","  47,2","      999375","         180"," 94,40",
"23/07/2025  17:40:57,689","   645250000"," ","43","  47,8","      999375","       -3108"," 95,70",
"23/07/2025  17:40:57,689","   651250000"," ","44","  48,3","      999375","       -2385"," 94,10",
"23/07/2025  17:40:57,689","   657250000"," ","45","  48,9","      999375","        -673"," 95,50",
"23/07/2025  17:40:57,689","   663250000"," ","46","  48,5","      999375","        2273"," 95,40",
"23/07/2025  17:40:57,689","   669250000"," ","47","  49,0","      999375","       -1342"," 96,80",
"23/07/2025  17:40:57,689","   675250000"," ","48","  52,4","      999375","         300"," 97,00",
"23/07/2025  17:40:57,689","   681250000"," ","49","  50,8","      999375","        5166"," 96,50",
"23/07/2025  17:40:57,689","   687250000"," ","50","  66,2","      999375","       11048"," 97,70",
"23/07/2025  17:40:57,689","   693250000"," ","51","  66,8","      999375","       11338"," 97,00",
"23/07/2025  17:41:49,209","    55250000","CORPORACION ECUATORIANA DE","2","  84,7","      125625","         -11"," 36,50",
"23/07/2025  17:41:49,209","    61250000"," ","3","  48,0","      999375","       -3818"," 95,70",
"23/07/2025  17:41:49,209","    67250000","UV TELEVISION","4","  86,4","      204375","         195"," 88,40",
"23/07/2025  17:41:49,209","    77250000","TELEAMAZONAS","5","  85,9","       94375","          12"," 40,30",
"23/07/2025  17:41:49,209","    83250000"," ","6","  64,1","      999375","       -3879"," 95,70",
"23/07/2025  17:41:49,209","   175250000","ECUADOR TV","7","  89,3","      220000","         -28"," 76,20",
"23/07/2025  17:41:49,209","   181250000","CADENA ECUATORIANA DE TELE","8","  81,6","      315000","        -500"," 26,60",
"23/07/2025  17:41:49,209","   187250000","RED TELESISTEMA (R.T.S)","9","  93,4","       93750","        -804"," 34,00",
"23/07/2025  17:41:49,209","   193250000"," ","10","  65,1","      912500","       88986"," 95,50",
"23/07/2025  17:41:49,209","   199250000","TELEVISION DEL PACIFICO","11","  64,4","      921875","      107272"," 92,00",
"23/07/2025  17:41:49,209","   205250000"," ","12","  61,8","      999375","      108947"," 95,10",
"23/07/2025  17:41:49,209","   211250000"," ","13","  58,7","      996875","      131077"," 95,20",
"23/07/2025  17:41:49,209","   471250000"," ","14","  36,0","      999375","        1251"," 94,40",
"23/07/2025  17:41:49,209","   477250000"," ","15","  34,2","      999375","      -10417"," 93,20",
"23/07/2025  17:41:49,209","   483250000"," ","16","  34,2","      999375","       -4028"," 95,20",
"23/07/2025  17:41:49,209","   513250000"," ","21","  35,6","      999375","        5259"," 94,70",
"23/07/2025  17:41:49,209","   519250000","ECOTEL","22","  78,1","       31875","        1131"," 31,50",
